Deadline,AFADeadline,Organisation,Title,Location,App_link,App_email,Required_Docs,Other_Docs,Summary,App_JobID,source,Link,timestamp
2/1/2025,,University of Utah David Eccles School of Business,Assistant/Associate/Professor (Lecturer) for Finance Department (Campus Faculty),"Salt Lake City, Utah. United States",https://utah.peopleadmin.com/postings/172187,,"Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"The Finance Department at the University of Utah is seeking candidates for two full-time, non-tenure track Assistant/Associate/Professor (lecturer) positions in Finance. Applications will be accepted until February 1, 2025.",J15988,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15988,2024-10-23T21:39:07.644
,,"Guanghua School of Management, Peking University",Assistant/Associate/Full Professor of Finance,"Beijing, China", ,recruitment@gsm.pku.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",Other evidence of research and teaching experience (including awards),"Guanghua School of Management at Peking University is recruiting for all ranks in the area of finance. Applicants are required to submit a personal CV, cover letter, three representative research publications, and three reference letters.",J15985,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15985,2024-10-23T21:39:07.644
11/10/2024,,California Institute of Technology,Assistant Professor of Economics,"Pasadena, California. United States",https://applications.caltech.edu/jobs/econ,econrecruit@caltech.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"Caltech invites applications for tenure-track assistant professor positions in economics. Applications should include cover letter, CV, research statement, education statement, three references, and a sample of original written work.",J15982,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15982,2024-10-23T21:39:07.644
6/30/2025,,University of California San Diego,Assistant Professor of Finance,"La Jolla, California.",https://apptrkr.com/5712906,lfp002@ucsd.edu,"Curriculum Vitae, Job Market Paper, Statement of Research","Cover Letter, Statement of Teaching, Statement of Contributions to Diversity, Additional Research Paper, Additional Research Paper, Misc / Additional","Assistant Professor of Finance position at UC San Diego. PhD in Finance, Economics, or related field required. Research and teaching experience preferred.",J15977,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15977,2024-10-23T21:39:07.644
1/15/2025,,University of Texas at El Paso,Professor of International Business or International Economics & Endowed Chair Position,"El Paso, Texas.",https://www.utep.edu/employment,,"Cover Letter, Curriculum Vitae, References (3)",Graduate Transcripts,Apply for a Professor of International Business or International Economics & Endowed Chair Position at The University of Texas at El Paso.,J15976,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15976,2024-10-23T21:39:07.644
11/24/2024,,The Chinese University of Hong Kong,Assistant Professor(s),"Hong Kong, Hong Kong",https://cuhk.taleo.net/careersection/cu_career_teach/jobdetail.ftl?job=240002JU,fin@cuhk.edu.hk,"Curriculum Vitae, Job Market Paper/other papers, References (3)",,Applications invited for Assistant Professor(s) in Finance at CUHK Business School. Applicants should hold a relevant doctoral degree or be close to completing one. The appointee will be required to teach postgraduate and undergraduate finance courses and publish in top-tier finance journals.,J15974,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15974,2024-10-23T21:39:07.644
12/1/2024,,University of Illinois Urbana Champaign,Open Rank Faculty,"Champaign, Illinois. United States",https://jobs.illinois.edu,mdahl@illinois.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,Full-time employment in public finance with a preference for public economics or environmental economics at the University of Illinois.,1026783,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15973,2024-10-23T21:39:07.644
11/21/2024,,Université Paris Dauphine - PSL,Assistant and Associate/Full Professors in Finance,"Paris, France",[http://www.finance.dauphine.fr/en/](http://www.finance.dauphine.fr/en/),[recrutement.drm-finance@dauphine.psl.eu](mailto:recrutement.drm-finance@dauphine.psl.eu),"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (2/3)",copy of an ID document,Université Paris Dauphine - PSL is hiring for Assistant and Associate/Full Professors in Finance positions for the 2025-2026 academic year.,J15964,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15964,2024-10-23T21:39:07.644
11/22/2024,,Nova SBE,Finance Professor at Nova School of Business and Economics (Assistant Professor rank for Research and all rank Teaching Track),"Lisboa, Portugal",Econ Job Market platform,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Application for Finance Professor position at Nova SBE, starting September 1, 2025.",J15962,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15962,2024-10-23T21:39:07.644
11/22/2024,,"Department of Finance, University of Vienna",Assistant Professor,"Vienna, Austria",https://econjobmarket.org/positions/10950,,"Curriculum Vitae, Job Market Paper/other papers, List of Publications, References (3)",,The University of Vienna invites applications for up to three assistant professor positions in finance.,J15961,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15961,2024-10-23T21:39:07.644
,,"University of Wisconsin- Madison, Wisconsin School of Business",Assistant/Associate/or Full Professor,"Madison, Wisconsin. United States",https://jobs.wisc.edu/jobs/search?page=1&query=risk+and+insurance,se.yang@wisc.edu,,,Application for Assistant/Associate/or Full Professor position in the Risk and Insurance Department at the University of Wisconsin-Madison.,J15958,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15958,2024-10-23T21:39:07.644
11/30/2024,,The University of Hong Kong,Tenure-Track Professor/Associate Professor/Assistant Professor (several posts) in Finance,"Hong Kong, Hong Kong",https://jobs.hku.hk,fina.jobmarket@hku.hk,"Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Application for tenure-track finance professor positions at the University of Hong Kong, starting July 1, 2025.",J15948,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15948,2024-10-23T21:39:07.644
11/29/2024,,"Kelley School of Business, Indiana University","Assistant Professor positions, Finance","Bloomington, Indiana. United States",https://indiana.peopleadmin.com/postings/26031,endriss@iu.edu,"Cover Letter, Curriculum Vitae, Research Statement",,"Assistant Professor positions in Finance at Indiana University – Bloomington. Tenure-track positions beginning fall 2025. Candidates must have a doctoral degree in Finance, Real Estate, or a related area.",J15949,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15949,2024-10-23T21:39:07.644
11/1/2024,,University of Auckland,Lecturer/Senior Lecturer in Finance,"Auckland, New Zealand",https://smrtr.io/nw4Vb,p.gai@auckland.ac.nz,"Cover Letter, Curriculum Vitae, Research Statement, Teaching Statement",Job Market Paper/other papers,Full-time Lecturer/Senior Lecturer position in Finance department at University of Auckland. Strong research potential and commitment to excellent research-informed teaching required.,J15947,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15947,2024-10-23T21:39:07.644
8/1/2025,,"University of Arizona, Eller College of Management","Assistant Professor, Finance (Tenure-Eligible)","Tucson, Arizona. United States",https://arizona.csod.com/ux/ats/careersite/4/home/requisition/20736?c=arizona&sq=finance,mpd1@arizona.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"Assistant Professor of Finance (Tenure-Eligible) position at the University of Arizona, Eller College of Management with a start date of August 2025.",J15945,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15945,2024-10-23T21:39:07.644
11/15/2024,,EIEF - Einaudi Institute for Economics and Finance,Assistant Professor,"Rome, Italy",https://econjobmarket.org/,applications@eief.it,"Curriculum Vitae, Job Market Paper/other papers, References (3)",,EIEF invites applications for a tenure-track Assistant Professor position in Economics or Finance starting in 2025. Candidates should have high research potential and have earned a Ph.D. or be close to completion.,J15943,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15943,2024-10-23T21:39:07.644
11/18/2024,,"Copenhagen Business School, Department of Finance",Faculty positions,"Copenhagen, Denmark",https://econjobmarket.org/positions/10946,recruiting.fi@cbs.dk,"Curriculum Vitae, Job Market Paper/other papers, References (3)",,Copenhagen Business School is seeking new finance faculty members at all ranks. Candidates must have strong research potential or a strong research record in finance.,J15942,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15942,2024-10-23T21:39:07.644
1/5/2025,,School of Accountancy， Shanghai University of Finance and Economics,Tenure-track Positions,"Shanghai, China",http://sa.sufe.edu.cn,kjxyrenshi@mail.shufe.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Teaching Statement",,"SUFE invites applications for tenure-track positions in accounting, corporate finance, and auditing at all levels starting in fall 2025. Candidates for assistant professor positions are required to possess or expect a Ph.D. in accounting, finance, auditing, or closely related fields with data technology in the accounting domain, and with strong research potential and evidence of quality teaching.",J15938,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15938,2024-10-23T21:39:07.644
12/14/2024,,University of Notre Dame,University Chair Position in the Finance Department,"South Bend, Indiana. United States",apply.interfolio.com/154852,,"Cover Letter, Curriculum Vitae, Evidence of Teaching Performance",,"Apply for a University Chair position in the Finance Department at the University of Notre Dame. Submit a cover letter, CV, and evidence of teaching performance through Interfolio by December 14, 2024.",J15937,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15937,2024-10-23T21:39:07.644
11/20/2024,,University of Notre Dame,Tenure Track Position in the Finance Department,"South Bend, Indiana. United States",https://apply.interfolio.com/154844,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Apply for a Tenure Track Position in the Finance Department at the University of Notre Dame. Submit a cover letter, CV, job market paper, and three letters of recommendation by November 20, 2024.",J15936,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15936,2024-10-23T21:39:07.644
9/1/2025,,University of Michigan Ross School of Business,Assistant Professor of Finance,"Ann Arbor, Michigan. United States",http://apply.interfolio.com/150592,sjmoore@umich.edu,"Cover Letter, Curriculum Vitae, Diversity Statement, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,Tenure-track Assistant Professor of Finance position available at the University of Michigan starting in September 2025. Candidates must have an earned doctorate and demonstrate the ability to conduct high-quality research and teaching competence.,J15935,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15935,2024-10-23T21:39:07.644
11/15/2024,,Imperial College London,Assistant/Associate/Full Professor in Finance,"London, United Kingdom",https://www.imperial.ac.uk/jobs/search-jobs/description/index.php?jobId=20891&jobTitle=Professors+%28Assistant%2FAssociate%2FFull+Professor%29+of+Finance,financerecruitment@imperial.ac.uk,"Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Imperial College Business School is seeking applicants for faculty positions in its Finance Department at the rank of Assistant, Associate and Full Professor.",J15932,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15932,2024-10-23T21:39:07.644
11/28/2024,,ESSEC Business School,Research professors at all levels,"Cergy-Pontoise Cedex, France",https://www.econjobmarket.org/,finance@essec.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"ESSEC Business School is hiring research professors at all levels in finance, starting September 2025. Tenure track candidates should complete their Ph.D. before their starting date. Applications should be submitted online through econjobmarket.org by November 28, 2024.",J15930,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15930,2024-10-23T21:39:07.644
1-Jun-25,,"Ecole des sciences de la gestion, Université du Québec à Montréal",Open Rank (Tenured or Tenure-Track) Faculty Positions in Finance,"Montreal, Canada",https://rh.uqam.ca/emplois/personnel-enseignant/,roch.alexandre_f@uqam.ca,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (2), Teaching Statement",,"The Finance Department at ESG UQAM is inviting applications for tenure-track or tenured positions in finance with an anticipated start date of June 1, 2025.",J15931,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15931,2024-10-23T21:39:07.644
11/15/2024,,HEC Montreal,Assistant Professor of Finance,"Montreal, Canada",https://tre.tbe.taleo.net/tre01/ats/careers/v2/applyRequisition?org=NYQEDG&cws=43&rid=1032,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Ph.D. Diploma or Expected Graduation Date",,Assistant Professor of Finance position at HEC Montréal for the academic year 2025/2026. Candidates should hold a doctorate in Finance or a related field and be promising scholars.,J15923,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15923,2024-10-23T21:39:07.644
11/30/2024,,University of Florida / Warrington College of Business,Chaired Full Professor of Finance,"Gainesville, Florida.",https://jobs.ufl.edu/ (job number 533346),,"Cover Letter, Curriculum Vitae, References (3)",,"Application for Chaired Full Professor of Finance position at the University of Florida, Warrington College of Business. Candidate must have a record of impactful and highly cited research in top-tier finance and economics journals.",J15915,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15915,2024-10-23T21:39:07.644
,,University of Florida / Warrington College of Business,Ast/ Aso Professor,"Gainesville, Florida. United States",https://jobs.ufl.edu,murillo.campello@warrington.ufl.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Teaching Statement",,"The University of Florida invites applications for Assistant/Associate Professor of Finance positions. Preference for top-tier publications and senior Assistant rank professors. Apply at the University of Florida Careers website with a cover letter, curriculum vitae, recent working papers, and teaching evaluations (if available).",533345,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15914,2024-10-23T21:39:07.644
8/18/2025,,Binghamton University,Assistant Professor of Finance,"Binghamton, New York.",https://binghamton.interviewexchange.com/,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Research Statement, Teaching Evaluations, Teaching Statement",,Assistant Professor of Finance position at Binghamton University (State University of New York at Binghamton) starting in mid-August 2025. Candidates must hold a doctoral degree in Finance or a closely related field. Applicants should demonstrate ability to conduct high-quality research.,J15902,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15902,2024-10-23T21:39:07.644
"Oct 01, 2024, July 1, 2025",,University of Pennsylvania,Associate or Full Professor of Finance (Tenure Track) 2024 - 2025,"Philadelphia, Pennsylvania.",https://apptrkr.com/5691152,mailto:fnce-recruitcoord@wharton.upenn.edu,Curriculum Vitae,,"The Finance Department of the Wharton School is seeking applicants for a tenure-track faculty position at the level of Full and Associate Professor starting July 1, 2025.",J15901,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15901,2024-10-23T21:39:07.644
12/1/2024,,University of Pennsylvania,Assistant Professor of Finance (Tenure Track) 2024 - 2025,"Philadelphia, Pennsylvania.",https://apptrkr.com/5691114,mailto:fnce-recruitcoord@wharton.upenn.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)","4th Letter of Recommendation, Additional Documents","Assistant Professor of Finance (Tenure Track) position at Wharton School, University of Pennsylvania. Application requires a cover letter, CV, job market paper, and three references.",J15900,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15900,2024-10-23T21:39:07.644
11/17/2024,,University of Kentucky,Assistant Professor of Finance,"Lexington, Kentucky.",https://ukjobs.uky.edu/postings/552113,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Job Market Paper/other papers, References (3)",,"Apply for a tenure-track Assistant Professor of Finance position at the University of Kentucky. Research agenda is open, and teaching load consists of three courses per year.",J15895,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15895,2024-10-23T21:39:07.644
12/2/2024,,University of Minnesota,Tenure-Track Assistant Professor,"Minneapolis, Minnesota.",https://hr.umn.edu/Jobs/Find-Job,csomfina@umn.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"The Finance Department at the Carlson School of Management, University of Minnesota is seeking candidates for a tenure-track Assistant Professor position in all areas of finance.",J15894,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15894,2024-10-23T21:39:07.644
10/11/2024,,Georgetown University McDonough School of Business,Assistant Professor of Finance,"Washington, District of Columbia.",[http://apply.interfolio.com/156228](http://apply.interfolio.com/156228),"jennie.bai@georgetown.edu, rohan.williamson@georgetown.edu, xiaofei.zhao@georgetown.edu","Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Georgetown University's McDonough School of Business invites applications for a full-time, tenure-track assistant professor of finance position beginning Fall 2025.",J15887,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15887,2024-10-23T21:39:07.644
11/15/2024,,London Business School,Assistant Professor of Finance,"London, United Kingdom",https://apply.interfolio.com/151937,zbadrudin@london.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)","Teaching Statement, Research Statement, Teaching Evaluation","Assistant Professor of Finance position available at London Business School starting Autumn 2025. Apply via Interfolio with required documents by November 15, 2024.",J15884,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15884,2024-10-23T21:39:07.644
11/24/2024,,University of Warwick,Assistant Professor in Finance,"Coventry, United Kingdom",https://econjobmarket.org/positions/10898,academic.recruitment@wbs.ac.uk,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,Assistant Professor in Finance position at Warwick Business School. Applicants must have completed or be near completion of doctoral studies in finance or a related discipline and have independent research and teaching experience.,J15882,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15882,2024-10-23T21:39:07.644
,,Cornerstone Research,Summer Associate,"New York; Boston; Chicago; Washington, DC; London; Brussels; Los Angeles; San Francisco; Silicon Valley, California. United States",https://grad-chire.icims.com/jobs/3636/summer-associate---phd/job, ,"Cover Letter, Resume",,"Join Cornerstone Research as a Summer Associate for 6-12 weeks to gain first-hand experience in the firm's work. Work closely with senior staff, clients, and experts on case assignments and formal training.",J15878,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15878,2024-10-23T21:39:07.644
,,Barclays,Quantitative Research Analyst,"New York, New York.",https://search.jobs.barclays/job/new-york/quantitative-research-vp/13015/70441824272,[jingling.guan@barclays.com](mailto:jingling.guan@barclays.com),"Curriculum Vitae, Job Market Paper/other papers",,"Join Barclays as a Quantitative Research VP and develop quantitative signals, asset allocation models, cross asset valuation, hedging and portfolio construction, while advising the largest institutional investors around the globe.",J15877,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15877,2024-10-23T21:39:07.644
10/9/2024,,Xavier University,Assistant/Associate Professor of Finance 999424,"Cincinnati, Ohio.",https://jobs.silkroad.com/Xavier/apply/jobs/3360,,"Cover Letter, Curriculum Vitae, Evidence of Outstanding Teaching, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,Xavier University invites applications for two tenure track positions in the Department of Finance at the Assistant or Associate Professor level. Candidates with expertise in all areas of Finance are invited to apply.,J15875,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15875,2024-10-23T21:39:07.644
10/27/2024,,University of Denver,"Assistant Professor of Finance, Reiman School of Finance","Denver, Colorado.",https://jobs.du.edu/en-us/job/497595/assistant-professor-of-finance-reiman-school-of-finance,,"Cover Letter, Curriculum Vitae, References (3), Teaching Statement",,"Application for Assistant Professor of Finance position at Re Reiman School of Finance. C successful candidate is expected to teach courses during the academic year, conduct and publish high-quality research, and participate in the academic life in the Reiman School of Finance and the Daniels College of Business.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15873,2024-10-23T21:39:07.644
,,The Hong Kong University of Science and Technology (Guangzhou),Open-rank faculty position in Fintech/Financial Engineering/Mathematical Finance/Finance/Economics,"Guangzhou, China",https://facrecruit.hkust.edu.hk/,ftect@hkust-gz.edu.cn,"Cover Letter, Curriculum Vitae, Research Statement",,Open-rank faculty position in Fintech/Financial Engineering/Mathematical Finance/Finance/Economics at The Hong Kong University of Science and Technology (Guangzhou).,J15810,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15810,2024-10-23T21:39:07.644
,,University of Wisconsin - Milwaukee,ASSISTANT PROFESSOR,"Milwaukee, Wisconsin. United States",https://apptrkr.com/5677965,sertsios@uwm.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Evaluations",,"Application for Assistant Professor in Finance at the University of Wisconsin-Milwaukee, Lubar College of Business. Ph.D. in Business or closely related field required.",J15865,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15865,2024-10-23T21:39:07.644
9/1/2025,,University of Delaware,Assistant Professor,"Newark, Delaware. United States",https://careers.udel.edu/cw/en-us/job/501279,lfield@udel.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,The University of Delaware invites applications for a tenure-track position in Finance starting September 2025.,J15863,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15863,2024-10-23T21:39:07.644
11/18/2024,,Stockholm School of Economics,Assistant/Associate Professor in Finance,"Stockholm, Sweden",https://econjobmarket.org/positions/10864,,"Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement",Evidence of teaching effectiveness (if applicable),Application for tenure-track positions in Finance at the Stockholm School of Economics.,J15858,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15858,2024-10-23T21:39:07.644
11/24/2024,,Arizona State University,Clinical Professor (Open Rank),"Tempe, Arizona.",http://apply.interfolio.com/155049,,"Curriculum Vitae, Evidence of Teaching Competency/Teaching Evaluations, References (3), Teaching Statement",,"Clinical Professor (open rank) position in the Department of Finance at Arizona State University. The candidate must contribute to teaching, curriculum development, and service.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15854,2024-10-23T21:39:07.644
9/22/2024,,"Monash University, Monash Business School",Assistant Professor (Senior Lecturer),"CAULFIELD EAST, Australia",https://docs.google.com/forms/d/e/1FAIpQLSfo2LiiKfAfKhsqWxcShGBCgNBfaO_CWHyDs9CNOYl-8qEcyw/viewform,buseco-baf.recruitment@monash.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (2), Teaching Statement",,"Monash Business School is seeking top academic faculty for tenure-track positions at the Assistant Professor (Senior Lecturer) level, starting July 1, 2025. Candidates should possess or be near completion of a PhD in finance.",J15458,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15458,2024-10-23T21:39:07.644
11/25/2024,,"National University of Singapore, Department of Finance",Assistant Professor / Associate Professor / Professor,"Singapore, Singapore", ,fnbbox1@nus.edu.sg,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement",Job Market Paper/other papers,"NUS Business School is hiring for tenure-track faculty positions in finance. Applications due by November 25, 2024.",J15844,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15844,2024-10-23T21:39:07.644
,,"Shenzhen Audencia Financial Technology Institute & Shenzhen University WeBank Institute of Fintech, Shenzhen University",Assistant Professor/Associate Professor/Full Professor/Lecturer/Post-doctoral Fellow,"Shenzhen, Guangdong, China",https://swift.szu.edu.cn/,sabs.hr@szu.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Applications for faculty positions in Financial Technology, Finance, Information Systems, Accounting, Economics, Computer Science, Software Engineering, Artificial Intelligence, and Data Science are invited by SAFTI and SWIFT at Shenzhen University.",J15835,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15835,2024-10-23T21:39:07.644
11/30/2024,,"The Chinese University of Hong Kong, Shenzhen",Assistant Professor/Associate Professor/Professor in Finance – The School of Management and Economics,"Shenzhen, China",http://academicrecruit.cuhk.edu.cn/sme,smefinrecruit@cuhk.edu.cn,"Curriculum Vitae, Job Market Paper/other papers, Teaching Statement",Teaching evaluations (if any),"Tenure-track faculty positions in Finance at all levels are available at The Chinese University of Hong Kong, Shenzhen.",J15832,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15832,2024-10-23T21:39:07.644
,,Shanghai Advanced Institute of Finance (SAIF) at Shanghai Jiao Tong University,Faculty Positions at All Ranks,"Shanghai, China",https://en.saif.sjtu.edu.cn/,faculty.recruiting@saif.sjtu.edu.cn,"Cover Letter, Curriculum Vitae, Evidence of teaching effectiveness, Job Market Paper/other papers",,"SAIF invites applications for tenure track and non-tenure track faculty positions in Finance, Economics, Accounting, Management, Marketing, and related disciplines.",J15834,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15834,2024-10-23T21:39:07.644
1/31/2025,,American University of Sharjah,Assistant Professor in Finance,"Sharjah, United Arab Emirates", ,hodoffin@aus.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Teaching Statement",References (3),Assistant Professor in Finance position at American University of Sharjah. Candidates must have a PhD in finance from an AACSB-accredited university and show great research potential.,J15833,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15833,2024-10-23T21:39:07.644
11/24/2024,,Arizona State University,Assistant or Associate Professor of Finance,"Tempe, Arizona.",http://apply.interfolio.com/155009,,"Curriculum Vitae, References (3), Research Statement",,"Assistant or Associate Professor of Finance position at Arizona State University, W. P. Carey School of Business.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15831,2024-10-23T21:39:07.644
2/1/2025,,University of Illinois Urbana Champaign,"Assistant, Associate, Full Professor","Champaign, Illinois. United States",https://jobs.illinois.edu,hrichmnd@illinois.edu,Curriculum Vitae,,"Full-time Academic position at Illinois University. Assistant, Associate, or Full Professor in Finance or Economics. Start date: August 16, 2025.",1026501,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15830,2024-10-23T21:39:07.644
11/15/2024,,"University of British Columbia, Sauder School of Business",Tenure-Track Assistant/Associate Professor - Finance,"Vancouver, Canada",https://www.econjobmarket.org/,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Record of Teaching Effectiveness, References (3)",,Tenure-track faculty position in Finance at the University of British Columbia Sauder School of Business. Applicants should have completed or be nearing completion of a Ph.D. in Finance or related field and have demonstrated potential for excellence in research and teaching.,J15829,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15829,2024-10-23T21:39:07.644
,,University of Texas at Arlington,Tenured or Tenure-Track Faculty Position in Banking,"Arlington, Texas. United States",https://uta.peopleadmin.com/postings/29407, ,"Contact information for three references, Cover Letter, Detailed Curriculum Vitae, Statement of Research, Statement of Teaching",,"The University of Texas at Arlington invites applications for a full-time tenure-track Assistant, Associate, or Full Professor position in Banking, beginning Fall 2025.",J15828,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15828,2024-10-23T21:39:07.644
11/15/2024,,University of Massachusetts Amherst,Assistant Professor of Finance,"Amherst, Massachusetts.",https://careers.umass.edu/en-us/job/524985/assistant-professor-of-finance,amkrtchyan@umass.edu,"Cover Letter, Curriculum Vitae",,"Assistant Professor of Finance position at Isenberg School of Management, UMass Amherst. Candidates should have a demonstrated ability to publish in top tier finance journals and evidence of teaching excellence.",J15824,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15824,2024-10-23T21:39:07.644
10/14/2024,,The Hong Kong Polytechnic University,Assistant Professor in Finance (several posts) (Ref. 240912026),"Kowloon, Hong Kong",https://jobs.polyu.edu.hk/academic,,Curriculum Vitae,,"Assistant Professor in Finance position at The Hong Kong Polytechnic University. Applicants should have a PhD degree in Finance or relevant disciplines, good publication records, strong commitment to excellence in teaching and research, good networking ability, and excellent communication skills.",J15825,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15825,2024-10-23T21:39:07.644
,,Xiamen University School of Management,Assistant Professor/Associate Professor/Professor,"Xiamen, China", ,wengsuwei@xmu.edu.cn,"Cover Letter, Curriculum Vitae, Evidence of professional qualifications, Job Market Paper/other research samples, Three reference letters from academic/professional peers",,"Applications for Assistant Professor/Associate Professor/Professor positions are open in the Department of Finance at Xiamen University School of Management. Applicants should have completed or be near the completion of doctoral studies in finance or a related field from AACSB, EQUIS or AMBA accredited universities and demonstrate the potential to attain a superior research record by publishing their research in top-tier journals in the future.",J15823,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15823,2024-10-23T21:39:07.644
