Deadline,AFADeadline,Organisation,Title,Location,App_link,App_email,Required_Docs,Other_Docs,Summary,App_JobID,source,Link,timestamp
"Oct 01, 2024, July 1, 2025",,University of Pennsylvania,Associate or Full Professor of Finance (Tenure Track) 2024 - 2025,"Philadelphia, Pennsylvania.",https://apptrkr.com/5691152,mailto:bdell@wharton.upenn.edu,Curriculum Vitae,"Cover Letter, Job Market Paper/other papers, Teaching Statement, References (3)","Associate or Full Professor of Finance (Tenure Track) 2024 - 2025 Job Description & Qualification Associate or Full Professor of Finance (Tenure Track) 2024 - 2025 Location: Philadelphia, PA Open Date: Oct 01, 2024 The Finance Department of the Wharton School is seeking applicants for a tenure-track faculty position at the level of Full and Associate Professor. Applicants should have interests in areas such as Corporate Finance, Asset Pricing, and Macroeconomics.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15901,2024-10-23T20:24:30.074
2024-12-01,,University of Pennsylvania,Assistant Professor of Finance (Tenure Track) 2024 - 2025,"Philadelphia, Pennsylvania.",https://apptrkr.com/5691114,mailto:fnce-recruitcoord@wharton.upenn.edu,"Cover Letter, Curriculum Vitae, Job Market Paper, References (3)",,"Assistant Professor of Finance position at Wharton School, tenure-track, research and teaching emphasis.",J15900,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15900,2024-10-23T20:24:30.074
2024-11-17,,University of Kentucky,Assistant Professor of Finance,"Lexington, Kentucky.",https://ukjobs.uky.edu/postings/552113, ,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",2nd working paper,"Assistant Professor of Finance position at the University of Kentucky, tenure-track, with research agenda open and teaching load of three courses per year.",J15895,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15895,2024-10-23T20:24:30.074
2024-12-02,,University of Minnesota,Tenure-Track Assistant Professor,"Minneapolis, Minnesota.",https://hr.umn.edu/Jobs/Find-Job,csomfina@umn.edu,"Cover Letter, Curriculum Vitae, References (3), Research Statement",,Tenure-track assistant professor position in finance at the University of Minnesota's Carlson School of Management.,J15894,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15894,2024-10-23T20:24:30.074
2025-10-11,,Georgetown University McDonough School of Business,Assistant Professor of Finance,"Washington, District of Columbia.",http://apply.interfolio.com/156228,"jennie.bai@georgetown.edu, rohan.williamson@georgetown.edu, xiaofei.zhao@georgetown.edu","Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Letters of recommendation, Publications/papers/writing samples (working papers or publications)",,"Assistant Professor of Finance position at Georgetown University's McDonough School of Business, tenure-track appointment starting Fall 2025.",J15887,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15887,2024-10-23T20:24:30.074
2024-11-15,,London Business School,Assistant Professor of Finance,"London, United Kingdom",https://apply.interfolio.com/151937,zbadrudin@london.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)","Teaching Statement, Letters of Recommendation, Research Statement, Available Teaching Evaluations","Assistant Professor of Finance position at London Business School, with junior and senior positions available in the Finance department. The annual teaching load is comparable with top US schools.",J15884,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15884,2024-10-23T20:24:30.074
2024-11-24,,University of Warwick,Assistant Professor in Finance,"Coventry, United Kingdom",https://econjobmarket.org/positions/10898,academic.recruitment@wbs.ac.uk,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for an Assistant Professor in Finance position at the University of Warwick's Warwick Business School. It is a research-led, non-tenure track position.",J15882,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15882,2024-10-23T20:24:30.074
,,Cornerstone Research,Summer Associate,"New York; Boston; Chicago; Washington, DC; London; Brussels; Los Angeles; San Francisco; Silicon Valley, California. United States",https://grad-chire.icims.com/jobs/3636/summer-associate---phd/job,kleffler@cornerstone.com,"Cover Letter, Resume",,"Cornerstone Research seeks PhD candidates for a 6-12 week Summer Associate position, applying academic research to real-world issues in finance and economics.",J15878,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15878,2024-10-23T20:24:30.074
,,Barclays,Quantitative Research Analyst,"New York, New York.",https://search.jobs.barclays/job/new-york/quantitative-research-vp/13015/70441824272,jingling.guan@barclays.com,"Curriculum Vitae, References (3), Research Samples",,"This application is for a Quantitative Research VP position at Barclays, where you will develop quantitative signals and asset allocation models.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15877,2024-10-23T20:24:30.074
2025-10-09,,Xavier University,Assistant/Associate Professor of Finance 999424,"Cincinnati, Ohio.",https://jobs.silkroad.com/Xavier/apply/jobs/3360,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Research Statement, Teaching Philosophy Statement",,"This application is for two tenure-track positions in Finance at Xavier University. It requires a Ph.D. in Finance or Financial Economics, strong teaching and research commitments, and a passion for service.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15875,2024-10-23T20:24:30.074
"October 27, 2024, September 27, 2024, October 27, 2024, October 27, 2024, September 1, 2025",,University of Denver,"Assistant Professor of Finance, Reiman School of Finance","Denver, Colorado.", , , , , , ,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15873,2024-10-23T20:24:30.074
,,The Hong Kong University of Science and Technology (Guangzhou),Open-rank faculty position in Fintech/Financial Engineering/Mathematical Finance/Finance/Economics,"Guangzhou, China",https://facrecruit.hkust.edu.hk/,facultyhire@hkust-gz.edu.cn,"Cover Letter, Curriculum Vitae, References (3)",,Tenure-track/tenured positions at all ranks in FinTech fields.,J15810,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15810,2024-10-23T20:24:30.074
,,University of Wisconsin - Milwaukee,ASSISTANT PROFESSOR,"Milwaukee, Wisconsin. United States",https://apptrkr.com/5677965,sertsios@uwm.edu,"Cover Letter, Curriculum Vitae, Dissertation Status and Schedule (if applicable), Teaching Evaluations with courses taught (1)",,The Lubar College of Business at the University of Wisconsin-Milwaukee invites applications for a tenure-track Assistant Professor in Finance.,,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15865,2024-10-23T20:24:30.074
2025-09-01,,University of Delaware,Assistant Professor,"Newark, Delaware. United States",https://careers.udel.edu/cw/en-us/job/501279,lfield@udel.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for the tenure-track Assistant Professor position in Finance at the University of Delaware's Alfred Lerner College of Business and Economics, with a focus on Fintech.",J15863,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15863,2024-10-23T20:24:30.074
2024-11-18,,Stockholm School of Economics,Assistant/Associate Professor in Finance,"Stockholm, Sweden",https://econjobmarket.org/positions/10864,,"Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,Assistant or Associate Professor in Finance position at the Stockholm School of Economics.,J15858,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15858,2024-10-23T20:24:30.074
2024-11-24,,Arizona State University,Clinical Professor (Open Rank),"Tempe, Arizona.",http://apply.interfolio.com/155049,,"Curriculum Vitae, Evidence of teaching competency/teaching evaluations, Teaching Statement, Three confidential letters of recommendations",,"This application is for a Clinical Professor (Open Rank) position in the Department of Finance at Arizona State University, with potential start dates of Spring 2025 or Fall 2025.",J15854,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15854,2024-10-23T20:24:30.074
2024-09-22,,"Monash University, Monash Business School",Assistant Professor (Senior Lecturer),"CAULFIELD EAST, Australia",https://docs.google.com/forms/d/e/1FAIpQLSfo2LiiKfAfKhsqWxcShGBCgNBfaO_CWHyDs9CNOYl-8qEcyw/viewform,buseco-baf.recruitment@monash.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (2), Teaching Statement",,Assistant Professor (Senior Lecturer) position in Banking and Finance at Monash Business School with a focus on research and quality teaching.,J15458,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15458,2024-10-23T20:24:30.074
2024-11-25,,"National University of Singapore, Department of Finance",Assistant Professor / Associate Professor / Professor,"Singapore, Singapore",,fnbbox1@nus.edu.sg,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"This application is for a tenure-track faculty position in finance at NUS Business School, with competitive salaries and subsidized housing.",J15844,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15844,2024-10-23T20:24:30.074
,,"Shenzhen Audencia Financial Technology Institute & Shenzhen University WeBank Institute of Fintech, Shenzhen University",Assistant Professor/Associate Professor/Full Professor/Lecturer/Post-doctoral Fellow,"Shenzhen, Guangdong, China",,sabs.hr@szu.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for Assistant Professor/Associate Professor/Full Professor/Lecturer/Post-doctoral Fellow positions in the areas of Financial Technology, Finance, Information Systems, Accounting, Economics, Computer Science, Software Engineering, Artificial Intelligence, Data Science at Shenzhen Audencia Financial Technology Institute and Shenzhen University WeBank Institute of Fintech.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15835,2024-10-23T20:24:30.074
2024-11-30,,"The Chinese University of Hong Kong, Shenzhen",Assistant Professor/Associate Professor/Professor in Finance – The School of Management and Economics,"Shenzhen, China",http://academicrecruit.cuhk.edu.cn/sme,smefinrecruit@cuhk.edu.cn,"Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for a tenure-track faculty position in Finance at CUHK-Shenzhen, with starting date flexible and salary competitive.",J15832,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15832,2024-10-23T20:24:30.074
,,Shanghai Advanced Institute of Finance (SAIF) at Shanghai Jiao Tong University,Faculty Positions at All Ranks,"Shanghai, China",https://www.saif.sjtu.edu.cn/faculty-research/faculty-openings,faculty.recruiting@saif.sjtu.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Teaching Statement (Evidence of teaching effectiveness)",,"SAIF invites applications for tenure track and non-tenure track faculty positions at all ranks in Finance, Economics, Accounting, Management, Marketing and related disciplines.",J15834,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15834,2024-10-23T20:24:30.074
2025-01-31,,American University of Sharjah,Assistant Professor in Finance,"Sharjah, United Arab Emirates", ,hodoffin@aus.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for an Assistant Professor position in Finance at American University of Sharjah, with a competitive salary and attractive benefits. The successful candidate will contribute to the department's research, teaching, and service.",J15833,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15833,2024-10-23T20:24:30.074
2024-11-24,,Arizona State University,Assistant or Associate Professor of Finance,"Tempe, Arizona.",http://apply.interfolio.com/155009,,"Cover Letter, Curriculum Vitae, References (3), Research Statement",,Assistant or Associate Professor of Finance Job Description & Qualification The Department of Finance in the W. P. Carey School of Business at Arizona State University invites applications for a faculty position at the rank of Assistant Professor tenure-track or Associate Professor with tenure.,,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15831,2024-10-23T20:24:30.074
2025-02-01,,University of Illinois Urbana Champaign,"Assistant, Associate, Full Professor","Champaign, Illinois. United States",https://jobs.illinois.edu/jobs/1026501,hrichmnd@illinois.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Assistant, Associate, Full Professor position in Finance, Economics, or related field. 100% full-time Academic position, appointed on a 12-month basis.",J15830,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15830,2024-10-23T20:24:30.074
2024-11-15,,"University of British Columbia, Sauder School of Business",Tenure-Track Assistant/Associate Professor - Finance,"Vancouver, Canada",https://www.econjobmarket.org/, ,"Cover Letter, Curriculum Vitae, Record of Teaching Effectiveness, References (3 for Assistant Professor, 4 for Associate Professor), Research Statement/Plan (1-2 recent publications or working papers)",,Tenure-track assistant/associate professor position in finance at the University of British Columbia Sauder School of Business.,J15829,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15829,2024-10-23T20:24:30.074
2025-09-01,,University of Texas at Arlington,Tenured or Tenure-Track Faculty Position in Banking,"Arlington, Texas. United States",https://uta.peopleadmin.com/postings/29407,rakowski@uta.edu,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement",,This application is for a Tenured or Tenure-Track Faculty Position in Banking at the University of Texas at Arlington. The successful candidate will have the opportunity to join the university during an exciting period of growth and contribute as the university broadens its impact.,J15828,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15828,2024-10-23T20:24:30.074
2024-11-15,,University of Massachusetts Amherst,Assistant Professor of Finance,"Amherst, Massachusetts.",https://careers.umass.edu/en-us/job/524985/assistant-professor-of-finance,amkrtchyan@umass.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Assistant Professor of Finance position at Isenberg School of Management, UMass Amherst. Tenure-track position open to recent PhDs or applicants with a few years of experience.",J15824,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15824,2024-10-23T20:24:30.074
2024-10-14,,The Hong Kong Polytechnic University,Assistant Professor in Finance (several posts) (Ref. 240912026),"Kowloon, Hong Kong",https://jobs.polyu.edu.hk/academic,,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement",,"Assistant Professor in Finance positions at The Hong Kong Polytechnic University, School of Accounting and Finance. Non-tenure track.",J15825,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15825,2024-10-23T20:24:30.074
,,Xiamen University School of Management,Assistant Professor/Associate Professor/Professor,"Xiamen, China",,wengsuwei@xmu.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Assistant Professor/Associate Professor/Professor job at Xiamen University School of Management, with competitive salaries and AACSB/EQUIS/AMBA accreditation.",J15823,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15823,2024-10-23T20:24:30.074
,,Washington State University,"Tenure-Track Assistant Professor in Finance, Carson College of Business","Pullman, Washington.",https://wsu.wd5.myworkdayjobs.com/en-US/WSU_Jobs/job/Tenure-Track-Assistant-Professor-in-Finance--Carson-College-of-Business_R-12401,,"Cover Letter, Curriculum Vitae, References (3), Statement (diversity), Teaching Statement",,"Tenure-track position in Finance at the Carson College of Business, seeking a new colleague for a permanent, full-time 9-month position starting August 2025.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15822,2024-10-23T20:24:30.074
2024-10-18,,University of Massachusetts Amherst,Lecturer - Finance,"Amherst, Massachusetts.",https://careers.umass.edu/en-us/job/524858/lecturer-finance,amkrtchyan@umass.edu,"Cover Letter, Curriculum Vitae, References (3)",,"This application is for the Lecturer - Finance position at UMass Amherst's Isenberg School of Management. It is a non-tenure track, full-time position requiring teaching and service contributions.",J15811,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15811,2024-10-23T20:24:30.074
,,McIntire School of Commerce,Connaughton Chair in Alternative Investments (Associate or Full Professor),"Charlottesville, Virginia. United States",http://apply.interfolio.com/154920,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for the Connaughton Chair in Alternative Investments position at the McIntire School of Commerce, University of Virginia. The successful candidate will be an Associate or Full Professor with exceptional research and teaching credentials.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15800,2024-10-23T20:24:30.074
2025-08-01,,Kennesaw State University,Assistant Professor of Finance,"Kennesaw, Georgia.",https://hr.kennesaw.edu/careers.php,rhuang1@kennesaw.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,This application is for an Assistant Professor of Finance position at Kennesaw State University. It is a tenure-track faculty position with a preferred start date of August 2025.,J15798,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15798,2024-10-23T20:24:30.074
2024-10-18,,Louisiana State University,Instructor,"Baton Rouge, Louisiana. United States",https://lsu.wd1.myworkdayjobs.com/LSU/job/2936-BEC-North-Undergrad-Pavilion/Instructor_R00098092,,"Cover Letter, Curriculum Vitae, Resume/CV","Transcript(s), Research Statement, Teaching Statement, References (3)","This application is for the Instructor position in the Finance Department at LSU, with a teaching load of four courses or sections per semester.",J15797,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15797,2024-10-23T20:24:30.074
2024-10-16,,University of Graz,Full Professor of Investments and Capital Market Research,"Graz, Austria",https://jobsprof.uni-graz.at/prof/job.php?lang=en&job=7817,roland.mestel@uni-graz.at,"Cover Letter, Curriculum Vitae, Diploma/Austrian or equivalent foreign higher education degree, Habilitation/equivalent qualification in Finance, Job Market Paper/other papers, References (3), Teaching Statement",,"The University of Graz is seeking a Professor of Investments and Capital Market Research to contribute to the school's success with ongoing excellence in research, promotion of early-stage researchers, and commitment to teaching.",J15783,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15783,2024-10-23T20:24:30.074
2024-10-16,,University of Graz,Full Professor of Finance,"Graz, Austria",https://jobsprof.uni-graz.at/prof/job.php?lang=en&job=7815, ,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for a Professor of Finance position at the University of Graz. It is a full professorship with a focus on Corporate Finance, Behavioral Finance, Household Finance or Financial Innovation and requires a doctoral degree, habilitation or equivalent qualification in Finance. The successful candidate will contribute to the school's success with ongoing excellence in research, promotion of early-stage researchers and commitment to teaching.",BV/21/98 ex 2023/24,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15782,2024-10-23T20:24:30.074
2024-11-08,,Federal Reserve Board of Governors,"Economists, Senior Economists and Principal Economists","Washington, District of Columbia. United States",https://www.aeaweb.org/joe/listing.php?JOE_ID=111474497,economistrecruiting@frb.gov,"Curriculum Vitae, Job Market Paper/other papers, Personal statement, References (3)",,"This application is for a Senior Economist or Principal Economist position at the Federal Reserve Board, with priority consideration given to applications submitted by November 8, 2024.",J15781,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15781,2024-10-23T20:24:30.074
2024-10-20,,Trent University,Tenure Track Appointment in Finance,"Peterborough, Canada",https://www.trentu.ca/humanresources/careers/full-time-faculty/assistant-professor-finance-tenure-track-0?18803,admnjobs@trentu.ca,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Portfolio (including Teaching Philosophy and Syllabi)",,"Tenure track faculty position in Finance at Trent University's School of Business, starting July 1, 2025.",J15763,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15763,2024-10-23T20:24:30.074
2024-11-28,,Cheung Kong Graduate School of Business (CKGSB),Assistant Professors/Associate Professor/Full Professor,"Beijing, China",https://recruit.ckgsb.com/apply/,recruit@ckgsb.edu.cn,"Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for a tenure-track faculty position in finance at Cheung Kong Graduate School of Business. The ideal candidate should have a PhD, research and teaching experience, and demonstrated interest in pursuing first-rate research and teaching in finance.",J15779,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15779,2024-10-23T20:24:30.074
"August 19, 2025, October 30, 2024, October 30, 2024, January 1, 2022, January 1, 2022",,California State University Channel Islands,Finance - Assistant or Associate Professor,"Camarillo, California.", , , , , , ,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15777,2024-10-23T20:24:30.074
yyyy-mm-dd,,Qube Research & Technologies,Quantitative Researcher,"London, United Kingdom",https://www.qube-rt.com/careers/job?gh_jid=4104778002,Emea-recruitment@qube-rt.com,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Quantitative Researcher for a global investment manager, focusing on predictive signals and statistical patterns in large datasets.",J15773,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15773,2024-10-23T20:24:30.074
2024-11-22,,Católica-Lisbon School of Business & Economics,Faculty Position in Finance or Financial Accounting,"Lisboa, Portugal",https://econjobmarket.org/job_id_15762.html,jfaias@ucp.pt,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for Assistant Professor positions in Finance or Financial Accounting at CATÓLICA-LISBON, starting Fall 2025. It seeks candidates with strong research potential and effective teaching skills.",J15762,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15762,2024-10-23T20:24:30.074
"July 1, 2025",,University of Alberta,Tenured or Tenure-Track Faculty Positions in Finance,"Edmonton, Canada",https://apptrkr.com/5511874,financechair@ualberta.ca,"Curriculum Vitae, References (3), Research Statement, Teaching Statement",,Tenured or Tenure-Track Faculty Positions in Finance at the University of Alberta. Application is for a full-time position with opportunities to teach and conduct research in finance.,J15769,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15769,2024-10-23T20:24:30.074
2024-11-08,,The University of Texas at Austin,"Assistant, Associate, or Full Professor of Finance","Austin, Texas. United States",https://apply.interfolio.com/153662,IM-Finance@mccombs.utexas.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"This application is for a Professor of Finance position at the University of Texas, requiring research and teaching capabilities, with a strong publication record and residency in the proximate area.",J15767,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15767,2024-10-23T20:24:30.074
2025-08-31,,SKK Graduate School of Business (Sungkyunkwan University),Assistant/Associate/Full Professor of Finance,"Seoul, Korea, Republic of (South Korea)",https://gsb.skku.edu/job-id/J15761,gsbfaculty@skku.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Assistant/Associate/Full Professor of Finance position at SKK GSB with highly competitive salaries, research support, and relocation expenses.",J15761,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15761,2024-10-23T20:24:30.074
2024-11-14,,Rotman School of Management,Assistant Professor - Finance,"Toronto, Canada",https://jobs.utoronto.ca/job/Toronto-Assistant-Professor-Finance-ON/584568317/,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Research Statement, Teaching Statement","Teaching evaluations, Conference presentations or posters, Letters of reference (3), Diversity survey (optional)","This application is for an Assistant Professor position in the Finance Area at the Rotman School of Management, University of Toronto. It is a full-time tenure stream appointment with a strong commitment to excellence in both research and teaching.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15758,2024-10-23T20:24:30.074
2024-12-01,,IE University,"Assistant Professor, Finance Department","Madrid, Spain",http://apply.interfolio.com/153971,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,This application is for a tenure-track Assistant professorship in Finance at IE University. The successful candidate will be expected to publish in top-tier peer-reviewed journals and to become an excellent teacher.,J15755,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15755,2024-10-23T20:24:30.074
2024-11-15,,Columbia Business School,Postdoctoral Research Scholar,"New York, New York. United States",,dfi@gsb.columbia.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (2), Research Statement, Teaching Statement",,Postdoctoral Research Scholar to conduct research on blockchain and decentralized finance at Columbia Business School.,J15746,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15746,2024-10-23T20:24:30.074
,,Kogod School of Business - American University,Professorial Lecturer,"Washington, District of Columbia. United States",https://american.wd1.myworkdayjobs.com/en-US/AU/job/Professorial-Lecturer_R1790,ksbrecruit@american.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Samples of Teaching Materials, Teaching Evaluations",,"The Kogod School of Business at American University is seeking a Professorial Lecturer for a non-tenure track faculty position, teaching relevant courses in Finance and Managerial Economics.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15745,2024-10-23T20:24:30.074
2024-11-28,,"University of Colorado Boulder - Boulder, CO",Assistant/Associate Professor of Finance,"Boulder, Colorado. United States",https://jobs.colorado.edu/jobs/JobDetail/Assistant-Professor-of-Finance/59173,,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement",,The Leeds School of Business at the University of Colorado Boulder is hiring up to two Assistant Professors and one Associate Professor of Finance. The successful applicant would already have a minimum of three years in the Assistant Professor rank or equivalent.,,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15747,2024-10-23T20:24:30.074
2024-11-30,,Xiamen University，China,"2024-2025 Faculty Positions in Finance, Xiamen University","Xiamen, China",https://econpub.xmu.edu.cn/faculty/login.aspx,wiserecruit@xmu.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,This application is for finance faculty positions at Xiamen University. The school has a long tradition of excellence in teaching and research.,J15739,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15739,2024-10-23T20:24:30.074
2024-09-22,,"Monash University, Monash Business School",Assistant Professor (Senior Lecturer),"CAULFIELD EAST, Australia",https://docs.google.com/forms/d/e/1FAIpQLSfo2LiiKfAfKhsqWxcShGBCgNBfaO_CWHyDs9CNOYl-8qEcyw/viewform,buseco-baf.recruitment@monash.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (2), Teaching Statement",,"Monash Business School seeks top academic faculty for tenure-track Assistant Professor positions in finance, with requirements including a PhD in finance and research and teaching experience.",J15737,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15737,2024-10-23T20:24:30.074
2024-12-02,,"ZICKLIN SCHOOL OF BUSINESS, BARUCH COLLEGE (CUNY)",Baruch College – Assistant Professor - Finance,"New York City, New York. United States",https://cuny.jobs/new-york-ny/assistant-professor-finance/5C1C6A7B8319403A8750E0752BBA2CC5/job/,,"Cover Letter, Curriculum Vitae",,This application is for the Assistant Professor - Finance position at Baruch College. It is a tenure track position starting Fall 2025.,,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15734,2024-10-23T20:24:30.074
2025-12-31,,Miami University,Assistant Professor,"Oxford, Ohio.",https://miamioh.wd5.myworkdayjobs.com/miamioh-faculty/job/Farmer-School-of-Business/Assistant-Professor_JR100740,wootenan@miamioh.edu,"Cover Letter, Curriculum Vitae, Evidence of teaching effectiveness, Job Market Paper/other papers, References (3), Teaching Statement, Working papers",,"Assistant Professor of Finance position at Miami University, tenure-track, requiring doctorate in Finance or related field and experience in research, teaching, and service.",J15730,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15730,2024-10-23T20:24:30.074
2024-10-14,,The Hong Kong Polytechnic University,Assistant Professor in Economics (several posts) (Ref. 240912027),"Kowloon, Hong Kong",https://jobs.polyu.edu.hk/academic,hrstaff@polyu.edu.hk,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for an Assistant Professor in Economics position at the School of Accounting and Finance. The appointees will conduct research, teach, supervise student projects, initiate scholarly research, and undertake administrative duties.",J15726,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15726,2024-10-23T20:24:30.074
,,Northeastern University,Part-Time Lecturer,"Miami, Florida. United States",https://northeastern.wd1.myworkdayjobs.com/inviteonly/job/Miami-FL/Part-Time-Lecturer--Finance-Group--Miami-_R127865,k.zheng@northeastern.edu,"Cover Letter, Curriculum Vitae, References (3)",,This application is for a Part-Time Lecturer position in Finance at Northeastern University.,J15721,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15721,2024-10-23T20:24:30.074
,,KAIST College of Business,FACULTY POSITIONS IN FINANCE,"Seoul, Korea, Republic of (South Korea)", ,shjoo2006@kaist.ac.kr,"Curriculum Vitae, References (3), Selected Papers",,"Tenure-track Assistant, Associate, or Full Professors in all areas of Finance at KAIST College of Business", ,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15713,2024-10-23T20:24:30.074
